"cell_id";"years_sampled";"dataset"
2971;3;"NVS"
2974;1;"NVS"
2977;1;"NVS"
2978;1;"NVS"
2983;1;"NVS"
2985;1;"NVS"
2987;1;"NVS"
3001;1;"NVS"
3002;1;"NVS"
3003;1;"NVS"
3008;1;"NVS"
3011;1;"NVS"
3013;1;"NVS"
3015;1;"NVS"
3016;1;"NVS"
3020;1;"NVS"
1;5;"GBIF"
2;18;"GBIF"
3;8;"GBIF"
5;5;"GBIF"
7;8;"GBIF"
8;10;"GBIF"
9;11;"GBIF"
11;2;"GBIF"
12;7;"GBIF"
14;2;"GBIF"
15;4;"GBIF"
16;10;"GBIF"
17;2;"GBIF"
18;11;"GBIF"
19;11;"GBIF"
20;14;"GBIF"
21;13;"GBIF"
22;1;"GBIF"
23;6;"GBIF"
24;6;"GBIF"
25;11;"GBIF"
26;17;"GBIF"
29;10;"GBIF"
30;11;"GBIF"
31;8;"GBIF"
32;13;"GBIF"
33;6;"GBIF"
34;8;"GBIF"
35;12;"GBIF"
36;2;"GBIF"
37;11;"GBIF"
38;12;"GBIF"
40;1;"GBIF"
41;1;"GBIF"
42;10;"GBIF"
43;6;"GBIF"
44;7;"GBIF"
45;1;"GBIF"
46;7;"GBIF"
47;7;"GBIF"
48;7;"GBIF"
49;7;"GBIF"
50;2;"GBIF"
51;2;"GBIF"
52;12;"GBIF"
53;15;"GBIF"
54;19;"GBIF"
55;8;"GBIF"
56;5;"GBIF"
57;13;"GBIF"
58;1;"GBIF"
59;3;"GBIF"
60;3;"GBIF"
61;2;"GBIF"
62;4;"GBIF"
63;4;"GBIF"
64;5;"GBIF"
65;13;"GBIF"
66;19;"GBIF"
67;22;"GBIF"
68;21;"GBIF"
69;15;"GBIF"
71;1;"GBIF"
72;4;"GBIF"
73;3;"GBIF"
74;9;"GBIF"
75;9;"GBIF"
76;5;"GBIF"
77;8;"GBIF"
78;8;"GBIF"
79;15;"GBIF"
80;15;"GBIF"
81;6;"GBIF"
82;8;"GBIF"
83;3;"GBIF"
84;5;"GBIF"
85;12;"GBIF"
86;1;"GBIF"
87;4;"GBIF"
88;10;"GBIF"
89;6;"GBIF"
90;11;"GBIF"
91;2;"GBIF"
92;2;"GBIF"
93;19;"GBIF"
95;1;"GBIF"
96;14;"GBIF"
97;7;"GBIF"
98;3;"GBIF"
99;1;"GBIF"
100;3;"GBIF"
101;2;"GBIF"
103;7;"GBIF"
104;3;"GBIF"
105;2;"GBIF"
106;13;"GBIF"
107;2;"GBIF"
108;17;"GBIF"
109;15;"GBIF"
110;1;"GBIF"
111;3;"GBIF"
113;3;"GBIF"
114;3;"GBIF"
115;14;"GBIF"
116;5;"GBIF"
117;18;"GBIF"
118;1;"GBIF"
119;19;"GBIF"
120;3;"GBIF"
121;2;"GBIF"
122;1;"GBIF"
123;2;"GBIF"
124;2;"GBIF"
125;16;"GBIF"
126;15;"GBIF"
127;7;"GBIF"
128;4;"GBIF"
130;11;"GBIF"
131;11;"GBIF"
132;3;"GBIF"
133;3;"GBIF"
134;7;"GBIF"
135;5;"GBIF"
136;11;"GBIF"
137;16;"GBIF"
138;12;"GBIF"
139;4;"GBIF"
140;1;"GBIF"
141;3;"GBIF"
142;2;"GBIF"
143;5;"GBIF"
144;3;"GBIF"
145;4;"GBIF"
146;7;"GBIF"
147;6;"GBIF"
148;13;"GBIF"
149;14;"GBIF"
150;7;"GBIF"
151;11;"GBIF"
152;4;"GBIF"
154;3;"GBIF"
155;3;"GBIF"
156;10;"GBIF"
157;18;"GBIF"
158;2;"GBIF"
159;12;"GBIF"
160;2;"GBIF"
161;1;"GBIF"
162;4;"GBIF"
163;8;"GBIF"
164;14;"GBIF"
165;14;"GBIF"
166;1;"GBIF"
167;4;"GBIF"
168;9;"GBIF"
169;7;"GBIF"
170;8;"GBIF"
171;9;"GBIF"
172;4;"GBIF"
173;15;"GBIF"
174;4;"GBIF"
175;9;"GBIF"
176;3;"GBIF"
177;6;"GBIF"
178;6;"GBIF"
179;10;"GBIF"
180;8;"GBIF"
181;15;"GBIF"
182;11;"GBIF"
183;5;"GBIF"
184;8;"GBIF"
185;12;"GBIF"
186;12;"GBIF"
187;9;"GBIF"
188;15;"GBIF"
189;19;"GBIF"
190;17;"GBIF"
191;2;"GBIF"
192;10;"GBIF"
193;14;"GBIF"
194;13;"GBIF"
195;9;"GBIF"
196;19;"GBIF"
197;20;"GBIF"
198;20;"GBIF"
199;4;"GBIF"
200;10;"GBIF"
201;9;"GBIF"
202;7;"GBIF"
203;12;"GBIF"
204;21;"GBIF"
205;9;"GBIF"
206;13;"GBIF"
207;5;"GBIF"
209;13;"GBIF"
210;17;"GBIF"
211;5;"GBIF"
212;13;"GBIF"
213;22;"GBIF"
214;22;"GBIF"
215;3;"GBIF"
216;11;"GBIF"
217;10;"GBIF"
219;3;"GBIF"
220;12;"GBIF"
221;9;"GBIF"
222;13;"GBIF"
223;18;"GBIF"
224;7;"GBIF"
225;11;"GBIF"
226;8;"GBIF"
227;3;"GBIF"
228;14;"GBIF"
229;11;"GBIF"
230;10;"GBIF"
231;21;"GBIF"
232;20;"GBIF"
233;6;"GBIF"
234;20;"GBIF"
235;14;"GBIF"
236;13;"GBIF"
237;10;"GBIF"
238;22;"GBIF"
239;19;"GBIF"
240;15;"GBIF"
241;22;"GBIF"
242;21;"GBIF"
243;13;"GBIF"
244;16;"GBIF"
245;7;"GBIF"
246;17;"GBIF"
247;8;"GBIF"
248;19;"GBIF"
249;16;"GBIF"
250;5;"GBIF"
251;19;"GBIF"
252;20;"GBIF"
253;21;"GBIF"
254;15;"GBIF"
255;16;"GBIF"
256;10;"GBIF"
257;16;"GBIF"
258;7;"GBIF"
259;5;"GBIF"
260;11;"GBIF"
261;7;"GBIF"
262;7;"GBIF"
263;18;"GBIF"
264;13;"GBIF"
265;13;"GBIF"
266;21;"GBIF"
267;22;"GBIF"
268;15;"GBIF"
269;11;"GBIF"
270;9;"GBIF"
271;14;"GBIF"
272;17;"GBIF"
273;6;"GBIF"
274;5;"GBIF"
275;16;"GBIF"
276;6;"GBIF"
277;8;"GBIF"
278;13;"GBIF"
279;8;"GBIF"
280;9;"GBIF"
281;7;"GBIF"
282;12;"GBIF"
283;20;"GBIF"
284;19;"GBIF"
285;11;"GBIF"
286;8;"GBIF"
287;22;"GBIF"
288;6;"GBIF"
289;11;"GBIF"
290;11;"GBIF"
291;14;"GBIF"
292;12;"GBIF"
293;12;"GBIF"
294;22;"GBIF"
295;9;"GBIF"
296;11;"GBIF"
297;4;"GBIF"
298;1;"GBIF"
299;10;"GBIF"
300;7;"GBIF"
301;5;"GBIF"
302;17;"GBIF"
303;8;"GBIF"
304;18;"GBIF"
305;10;"GBIF"
306;8;"GBIF"
307;6;"GBIF"
308;7;"GBIF"
309;5;"GBIF"
310;4;"GBIF"
311;5;"GBIF"
312;11;"GBIF"
313;3;"GBIF"
314;4;"GBIF"
315;8;"GBIF"
316;13;"GBIF"
317;7;"GBIF"
318;7;"GBIF"
319;7;"GBIF"
320;7;"GBIF"
321;12;"GBIF"
322;10;"GBIF"
323;7;"GBIF"
324;8;"GBIF"
325;3;"GBIF"
326;7;"GBIF"
327;5;"GBIF"
328;10;"GBIF"
329;3;"GBIF"
330;2;"GBIF"
331;6;"GBIF"
332;6;"GBIF"
333;7;"GBIF"
334;7;"GBIF"
335;13;"GBIF"
336;7;"GBIF"
337;4;"GBIF"
338;2;"GBIF"
339;9;"GBIF"
340;12;"GBIF"
341;8;"GBIF"
342;1;"GBIF"
343;2;"GBIF"
344;7;"GBIF"
345;11;"GBIF"
346;15;"GBIF"
347;8;"GBIF"
349;5;"GBIF"
350;7;"GBIF"
351;6;"GBIF"
352;10;"GBIF"
353;5;"GBIF"
354;2;"GBIF"
355;6;"GBIF"
356;7;"GBIF"
357;2;"GBIF"
358;8;"GBIF"
359;12;"GBIF"
360;16;"GBIF"
361;12;"GBIF"
362;4;"GBIF"
363;5;"GBIF"
364;6;"GBIF"
365;10;"GBIF"
367;11;"GBIF"
368;7;"GBIF"
369;4;"GBIF"
370;10;"GBIF"
371;14;"GBIF"
372;7;"GBIF"
373;4;"GBIF"
374;3;"GBIF"
375;5;"GBIF"
376;7;"GBIF"
377;8;"GBIF"
378;14;"GBIF"
379;14;"GBIF"
380;12;"GBIF"
381;15;"GBIF"
382;3;"GBIF"
383;7;"GBIF"
384;2;"GBIF"
386;2;"GBIF"
387;5;"GBIF"
388;6;"GBIF"
389;5;"GBIF"
390;12;"GBIF"
391;10;"GBIF"
392;8;"GBIF"
393;10;"GBIF"
394;10;"GBIF"
395;19;"GBIF"
396;9;"GBIF"
397;8;"GBIF"
398;10;"GBIF"
399;11;"GBIF"
400;10;"GBIF"
401;10;"GBIF"
402;8;"GBIF"
403;10;"GBIF"
404;14;"GBIF"
405;12;"GBIF"
406;7;"GBIF"
408;5;"GBIF"
409;5;"GBIF"
415;2;"GBIF"
416;8;"GBIF"
417;10;"GBIF"
418;11;"GBIF"
419;3;"GBIF"
420;9;"GBIF"
421;4;"GBIF"
422;12;"GBIF"
423;16;"GBIF"
424;11;"GBIF"
425;9;"GBIF"
426;5;"GBIF"
427;6;"GBIF"
428;2;"GBIF"
429;5;"GBIF"
430;11;"GBIF"
431;8;"GBIF"
432;2;"GBIF"
433;2;"GBIF"
434;8;"GBIF"
435;13;"GBIF"
436;13;"GBIF"
437;2;"GBIF"
438;6;"GBIF"
440;2;"GBIF"
441;1;"GBIF"
442;3;"GBIF"
443;3;"GBIF"
444;3;"GBIF"
445;4;"GBIF"
447;9;"GBIF"
448;10;"GBIF"
449;5;"GBIF"
450;8;"GBIF"
451;3;"GBIF"
452;8;"GBIF"
453;3;"GBIF"
454;14;"GBIF"
455;7;"GBIF"
456;8;"GBIF"
457;8;"GBIF"
458;8;"GBIF"
459;5;"GBIF"
460;16;"GBIF"
461;15;"GBIF"
462;11;"GBIF"
463;14;"GBIF"
464;5;"GBIF"
465;4;"GBIF"
466;11;"GBIF"
467;15;"GBIF"
468;10;"GBIF"
469;7;"GBIF"
470;7;"GBIF"
471;5;"GBIF"
473;1;"GBIF"
476;1;"GBIF"
477;1;"GBIF"
478;5;"GBIF"
479;1;"GBIF"
480;3;"GBIF"
481;7;"GBIF"
482;6;"GBIF"
483;7;"GBIF"
484;4;"GBIF"
485;8;"GBIF"
486;4;"GBIF"
487;5;"GBIF"
488;6;"GBIF"
489;7;"GBIF"
490;4;"GBIF"
491;4;"GBIF"
492;4;"GBIF"
493;13;"GBIF"
494;22;"GBIF"
495;17;"GBIF"
496;12;"GBIF"
497;10;"GBIF"
498;6;"GBIF"
499;2;"GBIF"
500;2;"GBIF"
501;8;"GBIF"
502;6;"GBIF"
503;7;"GBIF"
504;3;"GBIF"
505;2;"GBIF"
506;1;"GBIF"
507;1;"GBIF"
508;1;"GBIF"
509;3;"GBIF"
511;2;"GBIF"
512;7;"GBIF"
513;1;"GBIF"
515;3;"GBIF"
516;5;"GBIF"
517;3;"GBIF"
518;3;"GBIF"
519;16;"GBIF"
520;3;"GBIF"
521;2;"GBIF"
522;2;"GBIF"
523;4;"GBIF"
524;2;"GBIF"
525;4;"GBIF"
526;2;"GBIF"
527;8;"GBIF"
528;22;"GBIF"
529;18;"GBIF"
530;8;"GBIF"
531;2;"GBIF"
533;2;"GBIF"
534;1;"GBIF"
535;3;"GBIF"
536;2;"GBIF"
537;6;"GBIF"
538;3;"GBIF"
539;2;"GBIF"
540;2;"GBIF"
541;2;"GBIF"
543;1;"GBIF"
544;1;"GBIF"
545;1;"GBIF"
546;5;"GBIF"
548;3;"GBIF"
549;6;"GBIF"
550;10;"GBIF"
551;7;"GBIF"
552;18;"GBIF"
553;3;"GBIF"
554;6;"GBIF"
555;8;"GBIF"
556;2;"GBIF"
557;5;"GBIF"
558;6;"GBIF"
559;5;"GBIF"
560;2;"GBIF"
561;4;"GBIF"
562;4;"GBIF"
563;18;"GBIF"
564;13;"GBIF"
565;1;"GBIF"
566;1;"GBIF"
567;2;"GBIF"
569;5;"GBIF"
570;3;"GBIF"
571;6;"GBIF"
572;2;"GBIF"
573;5;"GBIF"
574;5;"GBIF"
575;1;"GBIF"
576;1;"GBIF"
577;1;"GBIF"
578;2;"GBIF"
580;5;"GBIF"
583;6;"GBIF"
584;4;"GBIF"
585;3;"GBIF"
586;5;"GBIF"
587;5;"GBIF"
588;2;"GBIF"
589;8;"GBIF"
590;2;"GBIF"
591;5;"GBIF"
592;6;"GBIF"
594;8;"GBIF"
595;5;"GBIF"
596;4;"GBIF"
597;19;"GBIF"
598;2;"GBIF"
599;1;"GBIF"
600;3;"GBIF"
601;5;"GBIF"
602;2;"GBIF"
603;4;"GBIF"
604;7;"GBIF"
605;2;"GBIF"
606;7;"GBIF"
607;5;"GBIF"
608;2;"GBIF"
609;1;"GBIF"
610;1;"GBIF"
612;2;"GBIF"
613;3;"GBIF"
614;3;"GBIF"
615;5;"GBIF"
616;2;"GBIF"
617;5;"GBIF"
618;5;"GBIF"
619;7;"GBIF"
620;6;"GBIF"
621;3;"GBIF"
622;6;"GBIF"
623;21;"GBIF"
624;6;"GBIF"
625;15;"GBIF"
626;6;"GBIF"
627;5;"GBIF"
628;12;"GBIF"
629;10;"GBIF"
630;4;"GBIF"
631;7;"GBIF"
632;2;"GBIF"
633;6;"GBIF"
634;2;"GBIF"
636;2;"GBIF"
638;2;"GBIF"
639;3;"GBIF"
640;6;"GBIF"
641;4;"GBIF"
642;3;"GBIF"
643;2;"GBIF"
644;2;"GBIF"
645;1;"GBIF"
646;3;"GBIF"
647;9;"GBIF"
648;2;"GBIF"
649;4;"GBIF"
650;2;"GBIF"
651;1;"GBIF"
652;2;"GBIF"
653;17;"GBIF"
654;5;"GBIF"
655;2;"GBIF"
656;21;"GBIF"
657;10;"GBIF"
658;2;"GBIF"
659;4;"GBIF"
660;5;"GBIF"
661;5;"GBIF"
662;5;"GBIF"
663;6;"GBIF"
664;4;"GBIF"
665;2;"GBIF"
666;5;"GBIF"
668;2;"GBIF"
669;1;"GBIF"
671;1;"GBIF"
672;1;"GBIF"
673;2;"GBIF"
674;3;"GBIF"
675;4;"GBIF"
676;4;"GBIF"
677;2;"GBIF"
678;4;"GBIF"
679;4;"GBIF"
680;5;"GBIF"
681;12;"GBIF"
682;3;"GBIF"
683;2;"GBIF"
684;2;"GBIF"
685;1;"GBIF"
686;7;"GBIF"
687;3;"GBIF"
688;4;"GBIF"
689;3;"GBIF"
690;10;"GBIF"
691;3;"GBIF"
692;9;"GBIF"
693;19;"GBIF"
694;8;"GBIF"
695;1;"GBIF"
696;2;"GBIF"
697;1;"GBIF"
698;1;"GBIF"
699;9;"GBIF"
700;6;"GBIF"
701;4;"GBIF"
702;2;"GBIF"
704;2;"GBIF"
705;1;"GBIF"
707;4;"GBIF"
708;6;"GBIF"
709;4;"GBIF"
710;5;"GBIF"
711;3;"GBIF"
712;4;"GBIF"
714;5;"GBIF"
715;5;"GBIF"
716;2;"GBIF"
717;2;"GBIF"
718;2;"GBIF"
719;2;"GBIF"
720;6;"GBIF"
721;3;"GBIF"
722;1;"GBIF"
723;17;"GBIF"
724;8;"GBIF"
726;3;"GBIF"
727;20;"GBIF"
728;8;"GBIF"
729;2;"GBIF"
730;3;"GBIF"
731;2;"GBIF"
732;6;"GBIF"
733;11;"GBIF"
734;3;"GBIF"
736;9;"GBIF"
737;9;"GBIF"
740;1;"GBIF"
741;4;"GBIF"
742;3;"GBIF"
743;3;"GBIF"
744;11;"GBIF"
745;7;"GBIF"
746;5;"GBIF"
747;9;"GBIF"
748;4;"GBIF"
749;3;"GBIF"
750;7;"GBIF"
751;1;"GBIF"
753;4;"GBIF"
754;3;"GBIF"
755;1;"GBIF"
756;7;"GBIF"
757;6;"GBIF"
758;1;"GBIF"
759;3;"GBIF"
760;9;"GBIF"
761;8;"GBIF"
762;5;"GBIF"
763;2;"GBIF"
765;2;"GBIF"
766;4;"GBIF"
768;6;"GBIF"
769;12;"GBIF"
770;10;"GBIF"
771;2;"GBIF"
772;1;"GBIF"
773;4;"GBIF"
774;2;"GBIF"
775;2;"GBIF"
776;7;"GBIF"
777;2;"GBIF"
778;2;"GBIF"
781;4;"GBIF"
782;4;"GBIF"
783;3;"GBIF"
784;5;"GBIF"
785;7;"GBIF"
786;3;"GBIF"
787;4;"GBIF"
788;6;"GBIF"
789;7;"GBIF"
790;4;"GBIF"
791;4;"GBIF"
792;17;"GBIF"
793;20;"GBIF"
794;14;"GBIF"
795;8;"GBIF"
796;1;"GBIF"
797;4;"GBIF"
798;8;"GBIF"
799;4;"GBIF"
800;2;"GBIF"
801;1;"GBIF"
802;1;"GBIF"
803;1;"GBIF"
805;4;"GBIF"
806;1;"GBIF"
807;1;"GBIF"
808;2;"GBIF"
809;1;"GBIF"
810;4;"GBIF"
811;6;"GBIF"
812;8;"GBIF"
813;16;"GBIF"
814;7;"GBIF"
815;3;"GBIF"
816;5;"GBIF"
817;5;"GBIF"
818;2;"GBIF"
819;7;"GBIF"
820;4;"GBIF"
822;2;"GBIF"
824;7;"GBIF"
825;5;"GBIF"
826;12;"GBIF"
827;21;"GBIF"
828;19;"GBIF"
829;5;"GBIF"
830;2;"GBIF"
831;4;"GBIF"
832;4;"GBIF"
833;4;"GBIF"
834;7;"GBIF"
839;2;"GBIF"
840;1;"GBIF"
841;3;"GBIF"
842;3;"GBIF"
843;2;"GBIF"
844;2;"GBIF"
845;8;"GBIF"
846;1;"GBIF"
847;5;"GBIF"
848;11;"GBIF"
849;12;"GBIF"
850;4;"GBIF"
851;5;"GBIF"
852;4;"GBIF"
853;4;"GBIF"
854;4;"GBIF"
855;7;"GBIF"
856;1;"GBIF"
857;7;"GBIF"
858;6;"GBIF"
859;4;"GBIF"
860;5;"GBIF"
861;9;"GBIF"
862;20;"GBIF"
863;13;"GBIF"
864;12;"GBIF"
865;6;"GBIF"
866;2;"GBIF"
867;2;"GBIF"
868;4;"GBIF"
870;4;"GBIF"
871;4;"GBIF"
872;14;"GBIF"
873;7;"GBIF"
874;2;"GBIF"
875;3;"GBIF"
876;1;"GBIF"
877;3;"GBIF"
878;12;"GBIF"
879;7;"GBIF"
880;2;"GBIF"
881;6;"GBIF"
882;5;"GBIF"
883;5;"GBIF"
884;6;"GBIF"
885;11;"GBIF"
886;9;"GBIF"
887;3;"GBIF"
888;3;"GBIF"
889;3;"GBIF"
890;4;"GBIF"
891;3;"GBIF"
892;3;"GBIF"
893;6;"GBIF"
894;2;"GBIF"
895;1;"GBIF"
896;3;"GBIF"
897;13;"GBIF"
898;18;"GBIF"
899;19;"GBIF"
900;11;"GBIF"
901;12;"GBIF"
902;5;"GBIF"
903;2;"GBIF"
904;3;"GBIF"
905;2;"GBIF"
906;4;"GBIF"
907;1;"GBIF"
908;8;"GBIF"
909;9;"GBIF"
910;12;"GBIF"
911;4;"GBIF"
912;3;"GBIF"
913;4;"GBIF"
914;2;"GBIF"
915;2;"GBIF"
916;9;"GBIF"
917;6;"GBIF"
918;7;"GBIF"
919;2;"GBIF"
920;8;"GBIF"
921;17;"GBIF"
922;8;"GBIF"
923;5;"GBIF"
924;3;"GBIF"
925;4;"GBIF"
926;5;"GBIF"
927;6;"GBIF"
928;7;"GBIF"
929;4;"GBIF"
930;17;"GBIF"
931;21;"GBIF"
932;8;"GBIF"
933;11;"GBIF"
934;9;"GBIF"
935;9;"GBIF"
936;1;"GBIF"
937;8;"GBIF"
938;1;"GBIF"
940;2;"GBIF"
941;4;"GBIF"
942;6;"GBIF"
943;6;"GBIF"
944;3;"GBIF"
945;14;"GBIF"
946;2;"GBIF"
948;2;"GBIF"
949;4;"GBIF"
950;6;"GBIF"
951;3;"GBIF"
952;7;"GBIF"
953;8;"GBIF"
954;3;"GBIF"
955;6;"GBIF"
956;3;"GBIF"
957;5;"GBIF"
958;5;"GBIF"
959;5;"GBIF"
960;2;"GBIF"
961;5;"GBIF"
962;5;"GBIF"
963;8;"GBIF"
964;17;"GBIF"
965;17;"GBIF"
966;3;"GBIF"
967;1;"GBIF"
968;1;"GBIF"
971;1;"GBIF"
972;5;"GBIF"
973;4;"GBIF"
974;3;"GBIF"
975;1;"GBIF"
976;4;"GBIF"
977;7;"GBIF"
978;6;"GBIF"
979;2;"GBIF"
980;2;"GBIF"
981;10;"GBIF"
982;1;"GBIF"
983;2;"GBIF"
984;3;"GBIF"
985;5;"GBIF"
986;11;"GBIF"
988;3;"GBIF"
989;4;"GBIF"
990;1;"GBIF"
991;6;"GBIF"
992;4;"GBIF"
993;9;"GBIF"
994;9;"GBIF"
995;14;"GBIF"
996;6;"GBIF"
997;1;"GBIF"
1000;6;"GBIF"
1001;2;"GBIF"
1002;4;"GBIF"
1003;6;"GBIF"
1004;2;"GBIF"
1005;1;"GBIF"
1006;4;"GBIF"
1007;9;"GBIF"
1008;1;"GBIF"
1009;4;"GBIF"
1010;7;"GBIF"
1011;5;"GBIF"
1012;2;"GBIF"
1013;5;"GBIF"
1014;2;"GBIF"
1015;3;"GBIF"
1016;4;"GBIF"
1017;6;"GBIF"
1018;4;"GBIF"
1019;5;"GBIF"
1020;2;"GBIF"
1021;1;"GBIF"
1022;5;"GBIF"
1023;10;"GBIF"
1024;3;"GBIF"
1025;3;"GBIF"
1028;1;"GBIF"
1029;5;"GBIF"
1030;3;"GBIF"
1031;3;"GBIF"
1032;6;"GBIF"
1033;20;"GBIF"
1035;4;"GBIF"
1036;4;"GBIF"
1037;3;"GBIF"
1038;2;"GBIF"
1039;3;"GBIF"
1040;3;"GBIF"
1041;3;"GBIF"
1042;3;"GBIF"
1043;7;"GBIF"
1044;4;"GBIF"
1045;2;"GBIF"
1046;1;"GBIF"
1047;14;"GBIF"
1048;7;"GBIF"
1049;6;"GBIF"
1050;5;"GBIF"
1051;4;"GBIF"
1052;3;"GBIF"
1053;4;"GBIF"
1054;7;"GBIF"
1055;4;"GBIF"
1056;6;"GBIF"
1057;15;"GBIF"
1058;11;"GBIF"
1059;3;"GBIF"
1061;8;"GBIF"
1062;5;"GBIF"
1063;4;"GBIF"
1064;4;"GBIF"
1065;5;"GBIF"
1066;7;"GBIF"
1067;7;"GBIF"
1068;4;"GBIF"
1069;2;"GBIF"
1070;3;"GBIF"
1071;1;"GBIF"
1072;1;"GBIF"
1073;6;"GBIF"
1074;3;"GBIF"
1075;5;"GBIF"
1076;5;"GBIF"
1077;4;"GBIF"
1078;5;"GBIF"
1079;4;"GBIF"
1080;5;"GBIF"
1081;11;"GBIF"
1082;16;"GBIF"
1083;8;"GBIF"
1084;16;"GBIF"
1085;5;"GBIF"
1086;7;"GBIF"
1087;6;"GBIF"
1088;15;"GBIF"
1089;15;"GBIF"
1090;11;"GBIF"
1091;6;"GBIF"
1092;2;"GBIF"
1093;2;"GBIF"
1094;1;"GBIF"
1095;9;"GBIF"
1096;6;"GBIF"
1097;4;"GBIF"
1098;5;"GBIF"
1099;3;"GBIF"
1100;3;"GBIF"
1101;5;"GBIF"
1102;3;"GBIF"
1103;6;"GBIF"
1104;3;"GBIF"
1105;8;"GBIF"
1106;9;"GBIF"
1107;15;"GBIF"
1108;20;"GBIF"
1109;6;"GBIF"
1110;7;"GBIF"
1111;5;"GBIF"
1112;5;"GBIF"
1113;7;"GBIF"
1114;3;"GBIF"
1115;3;"GBIF"
1116;7;"GBIF"
1117;5;"GBIF"
1118;2;"GBIF"
1119;4;"GBIF"
1120;8;"GBIF"
1121;4;"GBIF"
1122;4;"GBIF"
1123;7;"GBIF"
1124;6;"GBIF"
1125;3;"GBIF"
1126;12;"GBIF"
1127;11;"GBIF"
1128;4;"GBIF"
1129;6;"GBIF"
1130;10;"GBIF"
1131;5;"GBIF"
1132;4;"GBIF"
1133;4;"GBIF"
1134;7;"GBIF"
1135;4;"GBIF"
1136;4;"GBIF"
1137;6;"GBIF"
1138;4;"GBIF"
1139;8;"GBIF"
1140;4;"GBIF"
1141;2;"GBIF"
1142;7;"GBIF"
1143;13;"GBIF"
1144;6;"GBIF"
1145;5;"GBIF"
1146;3;"GBIF"
1147;6;"GBIF"
1148;5;"GBIF"
1149;3;"GBIF"
1150;5;"GBIF"
1151;2;"GBIF"
1152;6;"GBIF"
1153;4;"GBIF"
1154;2;"GBIF"
1155;3;"GBIF"
1156;2;"GBIF"
1157;3;"GBIF"
1158;1;"GBIF"
1159;3;"GBIF"
1160;4;"GBIF"
1161;12;"GBIF"
1162;6;"GBIF"
1163;4;"GBIF"
1164;7;"GBIF"
1165;9;"GBIF"
1166;5;"GBIF"
1167;7;"GBIF"
1168;2;"GBIF"
1169;2;"GBIF"
1170;1;"GBIF"
1171;4;"GBIF"
1172;1;"GBIF"
1173;5;"GBIF"
1174;4;"GBIF"
1175;7;"GBIF"
1176;6;"GBIF"
1177;5;"GBIF"
1178;7;"GBIF"
1179;5;"GBIF"
1180;12;"GBIF"
1181;4;"GBIF"
1182;5;"GBIF"
1183;3;"GBIF"
1184;3;"GBIF"
1185;1;"GBIF"
1186;1;"GBIF"
1187;3;"GBIF"
1188;6;"GBIF"
1189;1;"GBIF"
1190;13;"GBIF"
1191;11;"GBIF"
1192;5;"GBIF"
1193;4;"GBIF"
1194;17;"GBIF"
1195;11;"GBIF"
1196;6;"GBIF"
1197;2;"GBIF"
1198;2;"GBIF"
1199;2;"GBIF"
1200;2;"GBIF"
1201;1;"GBIF"
1202;7;"GBIF"
1203;5;"GBIF"
1204;1;"GBIF"
1205;17;"GBIF"
1206;15;"GBIF"
1207;6;"GBIF"
1208;22;"GBIF"
1209;13;"GBIF"
1210;7;"GBIF"
1211;8;"GBIF"
1212;9;"GBIF"
1213;6;"GBIF"
1214;4;"GBIF"
1215;1;"GBIF"
1216;2;"GBIF"
1217;4;"GBIF"
1218;2;"GBIF"
1219;4;"GBIF"
1220;3;"GBIF"
1221;2;"GBIF"
1222;9;"GBIF"
1223;11;"GBIF"
1224;3;"GBIF"
1225;10;"GBIF"
1226;9;"GBIF"
1227;8;"GBIF"
1228;6;"GBIF"
1229;4;"GBIF"
1230;6;"GBIF"
1231;5;"GBIF"
1232;3;"GBIF"
1233;3;"GBIF"
1234;4;"GBIF"
1235;3;"GBIF"
1236;1;"GBIF"
1237;2;"GBIF"
1238;5;"GBIF"
1239;4;"GBIF"
1240;10;"GBIF"
1241;11;"GBIF"
1242;14;"GBIF"
1243;15;"GBIF"
1244;16;"GBIF"
1245;7;"GBIF"
1246;5;"GBIF"
1247;8;"GBIF"
1248;2;"GBIF"
1249;4;"GBIF"
1250;3;"GBIF"
1251;5;"GBIF"
1252;3;"GBIF"
1253;3;"GBIF"
1255;1;"GBIF"
1256;3;"GBIF"
1257;1;"GBIF"
1258;7;"GBIF"
1259;17;"GBIF"
1260;1;"GBIF"
1261;11;"GBIF"
1262;14;"GBIF"
1263;17;"GBIF"
1264;4;"GBIF"
1265;2;"GBIF"
1266;17;"GBIF"
1267;21;"GBIF"
1268;2;"GBIF"
1269;3;"GBIF"
1270;4;"GBIF"
1272;4;"GBIF"
1273;3;"GBIF"
1275;7;"GBIF"
1276;4;"GBIF"
1277;9;"GBIF"
1278;2;"GBIF"
1279;9;"GBIF"
1280;16;"GBIF"
1281;15;"GBIF"
1282;17;"GBIF"
1283;22;"GBIF"
1284;19;"GBIF"
1285;12;"GBIF"
1286;5;"GBIF"
1287;5;"GBIF"
1288;10;"GBIF"
1289;9;"GBIF"
1290;5;"GBIF"
1291;5;"GBIF"
1292;7;"GBIF"
1293;4;"GBIF"
1294;7;"GBIF"
1295;5;"GBIF"
1296;4;"GBIF"
1297;8;"GBIF"
1298;8;"GBIF"
1299;1;"GBIF"
1300;4;"GBIF"
1301;9;"GBIF"
1302;20;"GBIF"
1303;18;"GBIF"
1304;3;"GBIF"
1305;9;"GBIF"
