"";"sp";"wc";"bc";"network.category";"landscape.category";"dispersal.category";"degree";"dispersal.distance";"presences"
"10374";"sp30";818,217137850535;72573066118975,5;"dd05";"sa02";"dk03";18;0,721548154728574;68
"10375";"sp01";22,117653637272;1848376371651922176;"dd01";"sa01";"dk05";5;6,47416118498812;25
"10376";"sp02";2,6619637223775;2,81266850387618e+24;"dd01";"sa01";"dk05";2;7,73008033599625;58
"10377";"sp04";3,67902346992327;550869785731896000;"dd01";"sa01";"dk05";2;11,5986452187294;24
"10378";"sp05";3,26844996960804;1,72365386638802e+20;"dd01";"sa01";"dk05";3;0,521794984099013;9
"10379";"sp06";276,359671312299;2,62468576587971e+27;"dd01";"sa01";"dk05";4;8,62920965948954;70
"10380";"sp07";181,418911161574;1,06871071186441e+21;"dd01";"sa01";"dk05";5;1,93996876478195;71
"10381";"sp08";181,269409620052;2,56116328737937e+27;"dd01";"sa01";"dk05";3;1,24423616938293;67
"10382";"sp09";102,55014675232;7,91468788120262e+26;"dd01";"sa01";"dk05";2;8,49905843346286;71
"10383";"sp10";31,6007596422245;5,16059439456801e+20;"dd01";"sa01";"dk05";4;6,6601409014679;17
"10384";"sp11";78,9351475188127;7,74177291793693e+26;"dd01";"sa01";"dk05";4;1,90993388742208;57
"10385";"sp13";9,86076673686942;8033,05589349044;"dd01";"sa01";"dk05";4;8,72846467853343;10
"10386";"sp14";24,5908886435977;1,57681035860826e+25;"dd01";"sa01";"dk05";4;2,53304794989526;70
"10387";"sp15";6,37992188232567;8033,05589349044;"dd01";"sa01";"dk05";4;1,04970657078677;14
"10388";"sp16";0,807194733252637;8,20571502050845e+23;"dd01";"sa01";"dk05";2;3,33008323220496;47
"10389";"sp18";7,8708318404027;4,09206616345e+25;"dd01";"sa01";"dk05";7;0,180282946676016;10
"10390";"sp19";8,89682228654595;13957233143042376;"dd01";"sa01";"dk05";6;7,09972947705427;35
"10391";"sp22";72,4739711942078;2,06383474662034e+25;"dd01";"sa01";"dk05";4;0,285626246811535;54
"10392";"sp23";46,0219214644274;546546400524227712;"dd01";"sa01";"dk05";4;8,52814250388994;10
"10393";"sp24";3,63145650610362;10051476570654186;"dd01";"sa01";"dk05";5;8,12816421653996;8
"10394";"sp26";88,0286000434435;2,08301976917081e+20;"dd01";"sa01";"dk05";4;10,654526002201;34
"10395";"sp27";49,2864271517955;7,00753906379273e+22;"dd01";"sa01";"dk05";5;5,30241936428433;67
"10396";"sp28";171,956923913767;2,02586532724143e+24;"dd01";"sa01";"dk05";6;1,26399594545364;45
"10397";"sp30";3,32263941636072;1,99005707819344e+23;"dd01";"sa01";"dk05";4;0,609057540073991;57
"10398";"sp01";27,0729964324543;46424316,7575018;"dd02";"sa01";"dk02";10;0,685838607698679;25
"10399";"sp02";84,1968090491039;10669973,7378151;"dd02";"sa01";"dk02";5;1,03680751845241;58
"10400";"sp03";6,86511643092436;1367,75498207695;"dd02";"sa01";"dk02";6;0,092941626906395;8
"10401";"sp04";27,8129329021084;31057198,0638485;"dd02";"sa01";"dk02";7;4,3383345750938;24
"10402";"sp05";15,6212800925766;367779,73848768;"dd02";"sa01";"dk02";8;0,816727091372013;9
"10403";"sp06";88,5599337749601;954780848,911766;"dd02";"sa01";"dk02";10;0,114613341540098;70
"10404";"sp07";140,728974442745;15993361673,9824;"dd02";"sa01";"dk02";7;3,44078323464967;71
"10405";"sp08";584,992763844357;58770561610,942;"dd02";"sa01";"dk02";5;4,02296277562481;67
"10406";"sp09";220,992068699766;1763338967,24077;"dd02";"sa01";"dk02";10;0,275373415648937;71
"10407";"sp10";0,912260007582681;223660,404183237;"dd02";"sa01";"dk02";5;0,0806408236766107;17
"10408";"sp11";3,89532051945154;1558857,36563724;"dd02";"sa01";"dk02";3;0,853184159845114;57
"10409";"sp12";8,33839129113667;21243106,0123773;"dd02";"sa01";"dk02";7;0,0656789670867204;10
"10410";"sp13";12,160565535783;249849343,004737;"dd02";"sa01";"dk02";10;0,257408053540977;10
"10411";"sp14";321,089871775537;1175838816,7029;"dd02";"sa01";"dk02";5;1,10366649851203;70
"10412";"sp15";8,98318033453846;150699764,983511;"dd02";"sa01";"dk02";3;1,01353284493089;14
"10413";"sp16";31,1488421033253;199292321,228951;"dd02";"sa01";"dk02";7;0,196173423528671;47
"10414";"sp18";0,602102520363516;21585006,8651911;"dd02";"sa01";"dk02";7;0,70188192948699;10
"10415";"sp19";193,82716751879;838527178,51208;"dd02";"sa01";"dk02";9;1,4493427439852;35
"10416";"sp20";176,008236034435;1457167146,63632;"dd02";"sa01";"dk02";8;0,870034940540791;71
"10417";"sp21";5,93709144061373;9695,93668721232;"dd02";"sa01";"dk02";6;0,763707558065653;8
"10418";"sp22";727,03138008933;22419356127,4516;"dd02";"sa01";"dk02";12;2,53628281937508;54
"10419";"sp23";14,8541345071299;323934300,701229;"dd02";"sa01";"dk02";7;4,34938866773945;10
"10420";"sp24";18,1187582317384;33608444,3146167;"dd02";"sa01";"dk02";7;0,0964330688118935;8
"10421";"sp25";453,037277596484;17722569489,2521;"dd02";"sa01";"dk02";9;0,273470702984214;68
"10422";"sp27";120,278571890086;18695167241,6771;"dd02";"sa01";"dk02";9;1,27215513282253;67
"10423";"sp29";16,178463169878;37719903,9204585;"dd02";"sa01";"dk02";5;3,27923035012154;8
"10424";"sp30";68,806860816812;750662339,272879;"dd02";"sa01";"dk02";8;0,875952892005444;57
"10425";"sp01";28,6825374157593;6,07834088816767e+30;"dd03";"sa05";"dk04";9;0,479588857415071;32
"10426";"sp02";478,200354055569;4,55275177125697e+32;"dd03";"sa05";"dk04";10;1,71813529357314;42
"10427";"sp04";61,40761275226;2,56855898399192e+30;"dd03";"sa05";"dk04";14;2,63245841849569;17
"10428";"sp05";26,6800273878704;5,20803020949413e+28;"dd03";"sa05";"dk04";9;1,76725988835096;7
"10429";"sp06";579,056528640602;2,0228008144053e+33;"dd03";"sa05";"dk04";11;6,94719850486686;64
"10430";"sp07";289,376546322165;1,02466339687104e+33;"dd03";"sa05";"dk04";8;0,438444516998758;79
"10431";"sp08";704,884026211783;4,46224917994436e+31;"dd03";"sa05";"dk04";13;1,99291628836317;62
"10432";"sp09";627,592975338419;4,82400902729716e+30;"dd03";"sa05";"dk04";12;1,23635961363713;73
"10433";"sp10";32,8013502866638;1,30460945496849e+28;"dd03";"sa05";"dk04";9;1,04855085412661;10
"10434";"sp11";280,376738447352;9,85124967330282e+32;"dd03";"sa05";"dk04";13;0,663637589663267;72
"10435";"sp12";34,6216448920421;2,71003361370927e+28;"dd03";"sa05";"dk04";9;9,34837414268271;9
"10436";"sp13";16,0297950569311;6,62833627993608e+26;"dd03";"sa05";"dk04";7;3,35161177802804;13
"10437";"sp14";601,453504089725;5,73990819497945e+33;"dd03";"sa05";"dk04";11;11,8431983484063;77
"10438";"sp15";136,600611897134;8,15746259163932e+28;"dd03";"sa05";"dk04";15;4,40271347242044;21
"10439";"sp16";186,923279508233;2,49380075753736e+32;"dd03";"sa05";"dk04";10;3,15037969985329;31
"10440";"sp17";18,0205162178469;8,76542445792352e+28;"dd03";"sa05";"dk04";7;0,0865724099179109;10
"10441";"sp18";26,8498597218443;6,50003942874264e+28;"dd03";"sa05";"dk04";11;5,81190561717917;8
"10442";"sp19";342,994268057097;2,41049207415786e+31;"dd03";"sa05";"dk04";9;2,33825919020894;53
"10443";"sp20";507,631657585573;1,28111077251743e+31;"dd03";"sa05";"dk04";10;0,239550976703564;78
"10444";"sp21";20,1987866236588;5,37389591476351e+28;"dd03";"sa05";"dk04";9;4,86564346132126;7
"10445";"sp22";999,875947789921;3,88364986581191e+31;"dd03";"sa05";"dk04";13;1,10500995938977;71
"10446";"sp23";118,242431048911;2,0883192918164e+30;"dd03";"sa05";"dk04";12;4,93437627418976;14
"10447";"sp24";69,0236789452377;5,78871717806931e+31;"dd03";"sa05";"dk04";12;1,34925644472241;11
"10448";"sp25";933,470934175877;1,56085681747505e+31;"dd03";"sa05";"dk04";17;1,15086282237745;65
"10449";"sp26";92,5105381296158;6,10116634738649e+32;"dd03";"sa05";"dk04";8;0,0497924085148352;50
"10450";"sp27";828,322910666504;1,38589533000529e+31;"dd03";"sa05";"dk04";11;6,0173191605349;59
"10451";"sp28";38,7637961262752;1,35007399665685e+27;"dd03";"sa05";"dk04";8;9,46103331887341;30
"10452";"sp29";47,4417709740033;4,37819575300448e+31;"dd03";"sa05";"dk04";10;1,18926697721084;10
"10453";"sp30";573,061538721019;4,77408887299719e+32;"dd03";"sa05";"dk04";9;2,88970351718624;41
"10454";"sp01";91,6755527805305;5,2792273892276e+24;"dd05";"sa05";"dk05";9;0,475344656035304;20
"10455";"sp02";2206,35658131361;9,82241392175718e+27;"dd05";"sa05";"dk05";17;1,29952038265765;68
"10456";"sp03";69,5875636625339;1,69760763145431e+25;"dd05";"sa05";"dk05";14;3,06991390867119;9
"10457";"sp04";525,681725781267;2,63763237745027e+26;"dd05";"sa05";"dk05";12;3,17920368520503;43
"10458";"sp05";289,430875369572;5,70896516372998e+25;"dd05";"sa05";"dk05";12;6,01996765997181;15
"10459";"sp06";2662,82342228283;2,14524672725344e+28;"dd05";"sa05";"dk05";11;5,68210781332026;68
"10460";"sp07";3074,16162325945;7,9534193760324e+26;"dd05";"sa05";"dk05";23;1,79987875185907;54
"10461";"sp08";2632,62611596719;8,72580489693329e+27;"dd05";"sa05";"dk05";17;1,47663367725909;65
"10462";"sp09";1356,12086566099;6,79616915512143e+27;"dd05";"sa05";"dk05";18;0,112540493965668;66
"10463";"sp10";798,621382128565;4,14604277919446e+27;"dd05";"sa05";"dk05";11;5,077148534577;28
"10464";"sp11";2649,86522749516;9,26459432487005e+26;"dd05";"sa05";"dk05";16;9,36865507760897;46
"10465";"sp12";514,530941925755;2,10017910973827e+27;"dd05";"sa05";"dk05";20;2,34109046310186;21
"10466";"sp13";196,759572583623;1,76665500086642e+25;"dd05";"sa05";"dk05";17;5,05541877431755;9
"10467";"sp14";3244,74018043289;1,25191611935262e+27;"dd05";"sa05";"dk05";22;4,88557685141015;54
"10468";"sp15";491,20338311035;3,32605202122588e+25;"dd05";"sa05";"dk05";15;6,47825487669478;12
"10469";"sp16";1226,75381698413;7,38447782548373e+26;"dd05";"sa05";"dk05";17;2,96969125030522;60
"10470";"sp17";440,462230756653;2,55202975809084e+27;"dd05";"sa05";"dk05";16;2,54472162947059;24
"10471";"sp18";613,64292404601;2,01861044040269e+27;"dd05";"sa05";"dk05";24;3,88814056647902;19
"10472";"sp19";1238,27655974772;1,07800794225325e+26;"dd05";"sa05";"dk05";19;11,7910427426175;27
"10473";"sp20";2997,80702266288;8,26541020552833e+27;"dd05";"sa05";"dk05";19;5,01068017614966;54
"10474";"sp21";276,162554039928;9,89005787393369e+26;"dd05";"sa05";"dk05";17;5,72987206991682;13
"10475";"sp22";2503,00375259249;7,53521789742796e+27;"dd05";"sa05";"dk05";22;8,63882512548819;43
"10476";"sp23";125,261852728312;2,14389267212285e+24;"dd05";"sa05";"dk05";12;6,13147994097242;9
"10477";"sp24";103,222234930388;8,68831743181951e+24;"dd05";"sa05";"dk05";16;1,80529667250812;7
"10478";"sp25";1216,91464289714;6,49693806808637e+26;"dd05";"sa05";"dk05";12;0,264636889100075;68
"10479";"sp26";1540,42752728702;4,5647117984935e+25;"dd05";"sa05";"dk05";12;4,94184434397106;24
"10480";"sp27";1728,54641669989;8,48110850204185e+27;"dd05";"sa05";"dk05";18;0,4783881213516;65
"10481";"sp28";1714,31248480278;7,72907241982705e+27;"dd05";"sa05";"dk05";14;1,36076580622058;59
"10482";"sp29";105,319482708333;1,65049727204955e+24;"dd05";"sa05";"dk05";14;0,714166020974517;7
"10483";"sp30";3280,53374812744;8,25973466293713e+28;"dd05";"sa05";"dk05";20;16,5225381470265;65
"10484";"sp02";40,1642319594409;435352,417040229;"dd01";"sa03";"dk01";5;0,993451562964535;71
"10485";"sp03";15,2348218471647;46,3511911603364;"dd01";"sa03";"dk01";2;1,154166966155;18
"10486";"sp04";46,9236425636478;121626,014247242;"dd01";"sa03";"dk01";4;1,60740871846042;48
"10487";"sp05";1,59573736025681;47,6376856629686;"dd01";"sa03";"dk01";6;1,63538666560612;23
"10488";"sp07";69,6411862260574;923897,170934883;"dd01";"sa03";"dk01";5;2,30746741084976;55
"10489";"sp08";15,5598915846825;999,852746249995;"dd01";"sa03";"dk01";4;1,74218634386223;64
"10490";"sp09";52,4677831244543;340400,659760508;"dd01";"sa03";"dk01";4;0,517632293993613;59
"10491";"sp10";46,7042829795539;2196136,80761222;"dd01";"sa03";"dk01";3;0,34544516603152;37
"10492";"sp14";31,6579574024001;4096482,1569596;"dd01";"sa03";"dk01";3;0,470306223879258;49
"10493";"sp16";9,6840686090238;219943,550395927;"dd01";"sa03";"dk01";3;0,545874815434217;70
"10494";"sp17";6,53022927642566;981,691264309254;"dd01";"sa03";"dk01";2;1,57929653296234;32
"10495";"sp18";85,1396398766702;2308123,21178965;"dd01";"sa03";"dk01";5;2,30190307387435;28
"10496";"sp19";0,192107029787515;2,3504023872876;"dd01";"sa03";"dk01";5;0,191982198506594;15
"10497";"sp20";36,3569800975456;4201351,70709735;"dd01";"sa03";"dk01";6;0,740057114511728;52
"10498";"sp21";12,6829480676215;46,3511911603364;"dd01";"sa03";"dk01";3;0,130881557861964;21
"10499";"sp22";11,5551579074053;4981682,55512139;"dd01";"sa03";"dk01";2;2,77511556678101;36
"10500";"sp24";0,425252856465088;39050,201552221;"dd01";"sa03";"dk01";7;2,30212966920172;7
"10501";"sp25";88,2345025681316;438204,508334038;"dd01";"sa03";"dk01";2;0,640546431144078;62
"10502";"sp26";1,33004227248548;39757,0267586657;"dd01";"sa03";"dk01";3;5,14984884482081;15
"10503";"sp27";15,2241172876174;9898,94660014888;"dd01";"sa03";"dk01";4;0,0909603883822759;65
"10504";"sp30";144,865617368097;15971211,8372947;"dd01";"sa03";"dk01";8;2,43749717115088;73
"10505";"sp01";135,121650710931;8,1032751053736e+23;"dd03";"sa05";"dk02";12;1,70355883830025;13
"10506";"sp02";190,933180661799;7,0958472744362e+28;"dd03";"sa05";"dk02";5;8,56562698138394;71
"10507";"sp03";137,606706110287;1,11466175054633e+25;"dd03";"sa05";"dk02";10;1,18739981075445;23
"10508";"sp04";481,006751581358;3,52686372803385e+25;"dd03";"sa05";"dk02";8;1,66279663634225;62
"10509";"sp05";340,189040307971;5,1472935699726e+26;"dd03";"sa05";"dk02";15;0,618284524232149;34
"10510";"sp06";290,262169319347;1,92649927542533e+25;"dd03";"sa05";"dk02";6;4,08542899171215;53
"10511";"sp07";150,56021133437;4,0631576647256e+26;"dd03";"sa05";"dk02";10;0,847242139279842;41
"10512";"sp08";234,822418593574;5,48122499014174e+26;"dd03";"sa05";"dk02";7;0,0454847797751427;57
"10513";"sp09";183,386749594151;6,84354638400469e+24;"dd03";"sa05";"dk02";8;0,193534659039536;48
"10514";"sp10";216,780833280918;5,97194749921988e+26;"dd03";"sa05";"dk02";11;0,230498534048744;45
"10515";"sp11";309,00136264848;2,62233691650095e+28;"dd03";"sa05";"dk02";13;0,945482282264764;28
"10516";"sp12";504,552065388444;7,84490557409434e+26;"dd03";"sa05";"dk02";11;3,67947253266674;38
"10517";"sp13";13,8680401462477;4,35312428473289e+21;"dd03";"sa05";"dk02";5;2,61457785354523;9
"10518";"sp14";2,74399101866041;1596400708452635904;"dd03";"sa05";"dk02";4;4,3688695875774;34
"10519";"sp15";57,1500243529302;1,25189092384522e+22;"dd03";"sa05";"dk02";9;1,58843791030192;9
"10520";"sp16";395,217938314223;6,06773442026816e+26;"dd03";"sa05";"dk02";17;0,174899953379802;76
"10521";"sp17";395,328255914561;5,99706140575285e+26;"dd03";"sa05";"dk02";11;0,0174246103940625;43
"10522";"sp18";513,410204802113;3,78130651397432e+28;"dd03";"sa05";"dk02";15;2,15470565997793;37
"10523";"sp19";170,937459735992;2,6945703734813e+24;"dd03";"sa05";"dk02";16;3,24303243146805;14
"10524";"sp20";130,563244038052;4,00216147846977e+26;"dd03";"sa05";"dk02";8;0,582498003381348;35
"10525";"sp21";310,3164220641;4,65360124891845e+26;"dd03";"sa05";"dk02";9;2,53696179972557;30
"10526";"sp22";331,811218476918;4,52194047398732e+26;"dd03";"sa05";"dk02";14;5,73962617780934;25
"10527";"sp23";27,8220828612407;1,59275232957522e+22;"dd03";"sa05";"dk02";10;2,71162152559384;9
"10528";"sp24";11,923253890684;3,10727181015505e+20;"dd03";"sa05";"dk02";11;0,466233603656292;7
"10529";"sp25";342,752192849482;5,23886184015348e+26;"dd03";"sa05";"dk02";10;2,1098862081094;54
"10530";"sp26";24,8991080932938;1,20531163730905e+22;"dd03";"sa05";"dk02";5;0,787163246423006;13
"10531";"sp27";118,241502821313;1,51846765875207e+26;"dd03";"sa05";"dk02";9;0,089327322691679;56
"10532";"sp28";189,808295068669;1,77582850292762e+26;"dd03";"sa05";"dk02";10;0,590045662969351;74
"10533";"sp29";54,9633863442137;2,61621073243579e+23;"dd03";"sa05";"dk02";13;0,117773069441319;6
"10534";"sp30";163,400813056497;1,01610043582908e+27;"dd03";"sa05";"dk02";6;1,80872653709448;71
"10535";"sp01";105,927750771809;1,4667509586932e+23;"dd04";"sa01";"dk04";7;1,08141273709577;38
"10536";"sp02";182,988154930733;1,10755701708805e+23;"dd04";"sa01";"dk04";13;0,155568118368574;51
"10537";"sp03";24,6658903965511;1079128222603621248;"dd04";"sa01";"dk04";11;0,907110974192619;4
"10538";"sp04";244,487796902061;8,3047533893306e+21;"dd04";"sa01";"dk04";16;1,56700849449326;18
"10539";"sp05";16,4059273379119;1512549302746221312;"dd04";"sa01";"dk04";11;2,39516192911787;7
"10540";"sp06";589,444932478648;2,55136081159433e+23;"dd04";"sa01";"dk04";9;3,68449699122432;62
"10541";"sp07";788,316307708547;3,06166868525175e+23;"dd04";"sa01";"dk04";16;0,450008939951658;69
"10542";"sp08";595,880832025076;2,85173315876766e+23;"dd04";"sa01";"dk04";9;3,63881888229373;58
"10543";"sp09";897,77574378367;2,93596398556105e+24;"dd04";"sa01";"dk04";17;3,75334706880099;64
"10544";"sp10";98,2691848929659;2,26434149431407e+20;"dd04";"sa01";"dk04";11;5,13651792682654;11
"10545";"sp11";1294,71858491659;7,79624075500241e+24;"dd04";"sa01";"dk04";24;6,12874513334204;69
"10546";"sp12";74,5941433370219;10302916092850694144;"dd04";"sa01";"dk04";11;3,01605643937415;8
"10547";"sp13";384,50949144519;6,54931434161438e+22;"dd04";"sa01";"dk04";12;7,76097033376389;23
"10548";"sp14";1367,08038297895;2,59046757492795e+25;"dd04";"sa01";"dk04";13;7,96942571754151;68
"10549";"sp15";357,428454620627;4,42843714778258e+23;"dd04";"sa01";"dk04";11;2,26282299050414;27
"10550";"sp16";162,454074410865;7,68856588251831e+22;"dd04";"sa01";"dk04";8;5,24067741610057;36
"10551";"sp17";60,2255825958389;1,76692704357281e+20;"dd04";"sa01";"dk04";21;1,54969414447745;9
"10552";"sp18";76,6529746422284;8386813468134511616;"dd04";"sa01";"dk04";13;0,369031220674515;7
"10553";"sp19";377,605445070258;2,13198493155859e+23;"dd04";"sa01";"dk04";9;0,622534641217585;47
"10554";"sp20";1086,54315652567;1,06967744959547e+25;"dd04";"sa01";"dk04";11;6,49972612128824;69
"10555";"sp21";54,9232940639073;2486099732837053952;"dd04";"sa01";"dk04";21;1,53455300629139;6
"10556";"sp22";1349,67648472821;5,84465574507365e+24;"dd04";"sa01";"dk04";15;5,7617583122469;68
"10557";"sp23";304,93406055284;4,2708377141809e+23;"dd04";"sa01";"dk04";18;6,19406631058623;23
"10558";"sp24";189,441702005173;2,61414306402977e+23;"dd04";"sa01";"dk04";13;6,25766420827478;21
"10559";"sp25";854,780702296533;9,85199645850639e+22;"dd04";"sa01";"dk04";15;1,94501657276077;61
"10560";"sp26";311,372522483361;1,04059843421084e+24;"dd04";"sa01";"dk04";20;0,08588774005572;45
"10561";"sp27";694,936773502342;1,38748629275066e+24;"dd04";"sa01";"dk04";16;0,223264229794343;56
"10562";"sp28";287,258734364642;3,62510269555016e+21;"dd04";"sa01";"dk04";9;8,07445297593765;32
"10563";"sp29";186,499090048643;5,08294831347484e+22;"dd04";"sa01";"dk04";10;5,13625567632364;19
"10564";"sp30";713,40022684203;2,88319097516733e+23;"dd04";"sa01";"dk04";16;0,0332297329501101;51
"10565";"sp01";30,7817029364401;102828768,662437;"dd01";"sa03";"dk04";4;5,18152016875591;34
"10566";"sp02";14,2683480973083;438297,02784352;"dd01";"sa03";"dk04";3;0,808010941992203;49
"10567";"sp04";91,9694233826633;161819662076011;"dd01";"sa03";"dk04";4;8,09813797511586;31
"10568";"sp05";13,203552762127;4180968615015,08;"dd01";"sa03";"dk04";4;6,69978423383007;10
"10569";"sp06";14,9099348713288;161752445749954;"dd01";"sa03";"dk04";2;4,66170073029842;56
"10570";"sp07";63,4676154950169;3364940919500,59;"dd01";"sa03";"dk04";7;0,0515265576541424;61
"10571";"sp08";41,2446025679049;112366291856,928;"dd01";"sa03";"dk04";3;0,231728753695885;58
"10572";"sp09";47,449679325457;539062774,355943;"dd01";"sa03";"dk04";3;0,363226344188054;60
"10573";"sp10";20,2847916720349;24511936,1119193;"dd01";"sa03";"dk04";5;7,86168430204086;18
"10574";"sp12";6,76325497792149;1994435819,35199;"dd01";"sa03";"dk04";6;1,62527146314581;13
"10575";"sp14";0,467265088973419;2,7635128043815e+19;"dd01";"sa03";"dk04";2;7,65513324692739;59
"10576";"sp16";1,35441652797454;4,70080477457519;"dd01";"sa03";"dk04";3;0,965580313156048;41
"10577";"sp17";7,63959629445579;10837754,4565402;"dd01";"sa03";"dk04";5;0,526536570241054;15
"10578";"sp18";10,0041281852035;1899827980,08395;"dd01";"sa03";"dk04";3;0,56217481320103;13
"10579";"sp20";162,943459737353;160763501760,659;"dd01";"sa03";"dk04";4;3,97438727296836;59
"10580";"sp21";16,9600504386021;8148319,55739817;"dd01";"sa03";"dk04";4;3,58867206413272;8
"10581";"sp22";0,359944496020955;4,70080477457519;"dd01";"sa03";"dk04";3;0,263977069407701;57
"10582";"sp23";16,440061217315;102828768,662437;"dd01";"sa03";"dk04";4;0,300395795454582;23
"10583";"sp24";42,9537829119801;14481070319778234;"dd01";"sa03";"dk04";5;2,25662865726872;18
"10584";"sp25";150,56340878819;6538492207,88901;"dd01";"sa03";"dk04";3;1,05970158924659;56
"10585";"sp26";33,7788073155725;689745845044703616;"dd01";"sa03";"dk04";4;2,27841930328531;43
"10586";"sp27";57,7648430266086;7141858,73239218;"dd01";"sa03";"dk04";6;0,289965603699265;57
"10587";"sp28";24,3569686464431;63666547,0924666;"dd01";"sa03";"dk04";3;0,0410614168958376;41
"10588";"sp29";17,2595058950387;26932861803399266304;"dd01";"sa03";"dk04";6;1,2365341881911;18
"10589";"sp30";69,9170705010772;74684023494,384;"dd01";"sa03";"dk04";9;2,0957726810249;46
"10590";"sp01";97,4074694069865;8,22583203869508e+26;"dd05";"sa01";"dk02";19;1,70355883830025;13
"10591";"sp02";628,566095401952;3,25251908389302e+30;"dd05";"sa01";"dk02";11;8,56562698138394;76
"10592";"sp03";44,8838569617486;7,60515889505886e+26;"dd05";"sa01";"dk02";10;1,18739981075445;9
"10593";"sp04";170,560247063732;5,51937367552193e+27;"dd05";"sa01";"dk02";16;1,66279663634225;38
"10594";"sp05";72,5944369973555;2,66135002249562e+27;"dd05";"sa01";"dk02";17;0,618284524232149;14
"10595";"sp06";1136,57395181724;2,94974966471167e+28;"dd05";"sa01";"dk02";17;4,08542899171215;77
"10596";"sp07";493,357690130759;6,99840210203227e+27;"dd05";"sa01";"dk02";15;0,847242139279842;65
"10597";"sp08";394,671874545846;1,23584519186024e+28;"dd05";"sa01";"dk02";15;0,0454847797751427;74
"10598";"sp09";330,332730453407;7,4486902237895e+29;"dd05";"sa01";"dk02";15;0,193534659039536;77
"10599";"sp10";151,344470768816;2,05858295770907e+29;"dd05";"sa01";"dk02";13;0,230498534048744;24
"10600";"sp11";313,584154643225;7,72459024501556e+27;"dd05";"sa01";"dk02";13;0,945482282264764;45
"10601";"sp12";72,2678463042534;3,27407754467433e+27;"dd05";"sa01";"dk02";19;3,67947253266674;15
"10602";"sp13";22,0687853456203;2,37684413037217e+26;"dd05";"sa01";"dk02";19;2,61457785354523;4
"10603";"sp14";840,037170693001;8,67966550233117e+29;"dd05";"sa01";"dk02";16;4,3688695875774;60
"10604";"sp15";38,0467639082929;2,60099153922707e+26;"dd05";"sa01";"dk02";20;1,58843791030192;5
"10605";"sp16";114,827772023882;1,25849077797853e+28;"dd05";"sa01";"dk02";12;0,174899953379802;61
"10606";"sp17";100,191526867394;1,34316501023011e+29;"dd05";"sa01";"dk02";21;0,0174246103940625;18
"10607";"sp18";35,3119585037464;9,92793964438165e+28;"dd05";"sa01";"dk02";11;2,15470565997793;15
"10608";"sp19";232,268702080007;2,05561934594466e+27;"dd05";"sa01";"dk02";16;3,24303243146805;18
"10609";"sp20";435,267996547101;1,49542661203652e+28;"dd05";"sa01";"dk02";18;0,582498003381348;63
"10610";"sp21";108,169279697091;2,3339180420128e+27;"dd05";"sa01";"dk02";19;2,53696179972557;11
"10611";"sp22";864,44007312204;5,13995940702916e+29;"dd05";"sa01";"dk02";12;5,73962617780934;42
"10612";"sp23";14,3155777806992;2,37521817897335e+26;"dd05";"sa01";"dk02";12;2,71162152559384;4
"10613";"sp24";1,48031166663676;4,70890351413361e+24;"dd05";"sa01";"dk02";8;0,466233603656292;4
"10614";"sp25";850,600521173712;2,39363718011743e+28;"dd05";"sa01";"dk02";19;2,1098862081094;76
"10615";"sp26";68,9236025457402;5,69598678831884e+25;"dd05";"sa01";"dk02";17;0,787163246423006;14
"10616";"sp27";782,618379142405;2,61701624841349e+28;"dd05";"sa01";"dk02";16;0,089327322691679;76
"10617";"sp28";234,28428832006;6,48424601645161e+29;"dd05";"sa01";"dk02";12;0,590045662969351;59
"10618";"sp29";25,7435389623845;8,42016028547273e+25;"dd05";"sa01";"dk02";19;0,117773069441319;4
"10619";"sp30";1087,35164568799;3,6427823459132e+28;"dd05";"sa01";"dk02";17;1,80872653709448;74
"10620";"sp01";405,694268434743;2,28506235392567e+28;"dd05";"sa02";"dk05";21;2,35349904559553;22
"10621";"sp02";1726,71075385077;4,87065090898895e+29;"dd05";"sa02";"dk05";17;1,44002600137428;68
"10622";"sp03";101,603522795126;3,48950124768363e+27;"dd05";"sa02";"dk05";25;1,93695429526269;6
"10623";"sp04";347,220109500214;2,83496327693985e+29;"dd05";"sa02";"dk05";14;9,76685631969824;33
"10624";"sp05";300,339403442674;9,26004825274702e+27;"dd05";"sa02";"dk05";21;12,8224869065716;12
"10625";"sp06";1094,34216049207;5,63565707550508e+30;"dd05";"sa02";"dk05";18;13,1731105440094;69
"10626";"sp07";1459,39868801502;4,55920098339302e+29;"dd05";"sa02";"dk05";19;1,80356918461621;65
"10627";"sp08";2204,1321756057;1,19860845505049e+30;"dd05";"sa02";"dk05";26;5,05868436751847;69
"10628";"sp09";1342,13505332237;2,59262095582795e+28;"dd05";"sa02";"dk05";16;1,14633896245343;69
"10629";"sp10";159,813214647687;5,01030106435658e+27;"dd05";"sa02";"dk05";8;4,48718078790193;19
"10630";"sp11";630,928283605496;1,98121458219419e+28;"dd05";"sa02";"dk05";14;0,50139126740396;47
"10631";"sp12";125,063054642658;1,66387087401456e+28;"dd05";"sa02";"dk05";14;0,996906947344542;14
"10632";"sp13";84,327551773328;2,27253501989978e+26;"dd05";"sa02";"dk05";23;0,645124927163124;12
"10633";"sp14";1180,46880019902;3,42806652733056e+28;"dd05";"sa02";"dk05";13;0,958632528781891;62
"10634";"sp15";169,074417856507;2,09202382830838e+26;"dd05";"sa02";"dk05";13;3,07018024716055;15
